step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,predicted_fraud_probability,fraud_risk_score,model_risk_segment,investigation_priority_rank
589,TRANSFER,164296.85,C1886638002,164296.85,0.0,C1463059091,0.0,0.0,1,0,1.0,1000.0,Critical,2439
732,TRANSFER,249365.63,C372564056,249365.63,0.0,C977922578,0.0,0.0,1,0,1.0,1000.0,Critical,3831
640,TRANSFER,87698.36,C1054999314,87698.36,0.0,C2115677481,0.0,0.0,1,0,1.0,1000.0,Critical,2928
640,CASH_OUT,1732090.28,C1842845711,1732090.28,0.0,C2019281736,998647.97,2730738.25,1,0,1.0,1000.0,Critical,2931
612,TRANSFER,125216.91,C1019916893,125216.91,0.0,C1183977547,0.0,0.0,1,0,1.0,1000.0,Critical,2640
612,CASH_OUT,125216.91,C1790290337,125216.91,0.0,C898274141,0.0,125216.91,1,0,1.0,1000.0,Critical,2641
725,TRANSFER,873322.61,C488866911,873322.61,0.0,C850044970,0.0,0.0,1,0,1.0,1000.0,Critical,3755
725,CASH_OUT,873322.61,C2077011049,873322.61,0.0,C1352808930,258993.92,1132316.53,1,0,1.0,1000.0,Critical,3756
640,CASH_OUT,144254.93,C1758075827,144254.93,0.0,C359739038,128529.95,272784.88,1,0,1.0,1000.0,Critical,2933
355,TRANSFER,883366.69,C466961726,883366.69,0.0,C1107573885,0.0,0.0,1,0,1.0,1000.0,Critical,195
355,CASH_OUT,883366.69,C149173089,883366.69,0.0,C504582825,2029536.87,2912903.56,1,0,1.0,1000.0,Critical,196
350,TRANSFER,207517.2,C1366548953,207517.2,0.0,C720291074,0.0,0.0,1,0,1.0,1000.0,Critical,128
350,CASH_OUT,207517.2,C396374568,207517.2,0.0,C2089777468,0.0,207517.2,1,0,1.0,1000.0,Critical,129
640,CASH_OUT,87698.36,C1218269262,87698.36,0.0,C559467589,237454.49,325152.85,1,0,1.0,1000.0,Critical,2929
640,TRANSFER,1732090.28,C1731441733,1732090.28,0.0,C1865669810,0.0,0.0,1,0,1.0,1000.0,Critical,2930
729,TRANSFER,1102951.39,C871824170,1102951.39,0.0,C948778919,0.0,0.0,1,0,1.0,1000.0,Critical,3797
726,CASH_OUT,834495.09,C1461019839,834495.09,0.0,C685427542,471101.6,1305596.69,1,0,1.0,1000.0,Critical,3768
727,CASH_OUT,276298.49,C238489119,276298.49,0.0,C2127664545,598892.69,875191.19,1,0,1.0,1000.0,Critical,3786
640,TRANSFER,144254.93,C372542470,144254.93,0.0,C1271215958,0.0,0.0,1,0,1.0,1000.0,Critical,2932
726,TRANSFER,834495.09,C1740198576,834495.09,0.0,C1453130071,0.0,0.0,1,0,1.0,1000.0,Critical,3767
729,TRANSFER,90026.9,C2144761776,90026.9,0.0,C514777944,0.0,0.0,1,0,1.0,1000.0,Critical,3799
726,TRANSFER,1539474.57,C1260477552,1539474.57,0.0,C1646231147,0.0,0.0,1,0,1.0,1000.0,Critical,3769
726,CASH_OUT,1539474.57,C929950007,1539474.57,0.0,C1800726477,137245.4,1676719.97,1,0,1.0,1000.0,Critical,3770
374,CASH_OUT,200418.1,C1423336678,200418.1,0.0,C1172683481,902091.87,1102509.97,1,0,1.0,1000.0,Critical,377
470,CASH_OUT,120843.94,C2122237253,120843.94,0.0,C1217175630,1710553.99,1831397.93,1,0,1.0,1000.0,Critical,1350
470,TRANSFER,913684.05,C182934676,913684.05,0.0,C1568271281,0.0,0.0,1,0,1.0,1000.0,Critical,1340
470,CASH_OUT,913684.05,C1959891582,913684.05,0.0,C1804810309,410443.03,1324127.08,1,0,1.0,1000.0,Critical,1341
470,TRANSFER,8177.04,C1053675722,8177.04,0.0,C503599136,0.0,0.0,1,0,1.0,1000.0,Critical,1342
470,TRANSFER,864994.24,C504859386,864994.24,0.0,C1412133328,0.0,0.0,1,0,1.0,1000.0,Critical,1348
470,CASH_OUT,8177.04,C1664997307,8177.04,0.0,C1806348809,842143.06,850320.1,1,0,1.0,1000.0,Critical,1343
470,CASH_OUT,2198220.97,C733220553,2198220.97,0.0,C362029597,3319056.61,5517277.58,1,0,1.0,1000.0,Critical,1345
698,TRANSFER,748726.81,C598739398,748726.81,0.0,C2062724919,0.0,0.0,1,0,1.0,1000.0,Critical,3495
470,TRANSFER,2859010.61,C2075115765,2859010.61,0.0,C2025150574,0.0,0.0,1,0,1.0,1000.0,Critical,1346
470,CASH_OUT,2859010.61,C1981956148,2859010.61,0.0,C289828816,0.0,2859010.61,1,0,1.0,1000.0,Critical,1347
470,TRANSFER,120843.94,C1360860736,120843.94,0.0,C832749526,0.0,0.0,1,0,1.0,1000.0,Critical,1349
596,CASH_OUT,204721.27,C357911107,204721.27,0.0,C1450973124,0.0,204721.27,1,0,1.0,1000.0,Critical,2498
596,TRANSFER,204721.27,C1892500400,204721.27,0.0,C517910337,0.0,0.0,1,0,1.0,1000.0,Critical,2497
698,TRANSFER,2360965.74,C652805984,2360965.74,0.0,C1997052415,0.0,0.0,1,0,1.0,1000.0,Critical,3498
594,CASH_OUT,1592602.27,C1309793082,1592602.27,0.0,C1658727792,561920.93,2154523.2,1,0,1.0,1000.0,Critical,2475
594,TRANSFER,1592602.27,C866814625,1592602.27,0.0,C1236893670,0.0,0.0,1,0,1.0,1000.0,Critical,2474
471,TRANSFER,504344.93,C653557164,504344.93,0.0,C37138390,0.0,0.0,1,0,1.0,1000.0,Critical,1351
471,CASH_OUT,504344.93,C1384579214,504344.93,0.0,C1459458578,73094.14,577439.07,1,0,1.0,1000.0,Critical,1352
354,TRANSFER,66550.0,C1257904471,66550.0,0.0,C1927793477,0.0,0.0,1,0,1.0,1000.0,Critical,187
354,CASH_OUT,66550.0,C550781139,66550.0,0.0,C335413710,0.0,66550.0,1,0,1.0,1000.0,Critical,188
469,TRANSFER,6484526.8,C2041942844,6484526.8,0.0,C1100722756,0.0,0.0,1,0,1.0,1000.0,Critical,1338
469,CASH_OUT,6484526.8,C370286354,6484526.8,0.0,C1781740019,200765.69,6685292.49,1,0,1.0,1000.0,Critical,1339
469,CASH_OUT,10000000.0,C210168934,10000000.0,0.0,C1856701476,817443.72,10817443.72,1,0,1.0,1000.0,Critical,1337
726,TRANSFER,316882.94,C1238333344,316882.94,0.0,C1708390598,0.0,0.0,1,0,1.0,1000.0,Critical,3762
726,CASH_OUT,316882.94,C586226957,316882.94,0.0,C962253473,1049008.93,1365891.86,1,0,1.0,1000.0,Critical,3763
726,TRANSFER,765104.94,C106165599,765104.94,0.0,C423074299,0.0,0.0,1,0,1.0,1000.0,Critical,3764
723,TRANSFER,457359.64,C1927429291,457359.64,0.0,C269394270,0.0,0.0,1,0,1.0,1000.0,Critical,3742
722,TRANSFER,3071270.72,C27765734,3071270.72,0.0,C728538990,0.0,0.0,1,0,1.0,1000.0,Critical,3728
729,CASH_OUT,90026.9,C157425928,90026.9,0.0,C1303144727,339171.02,429197.92,1,0,1.0,1000.0,Critical,3800
730,TRANSFER,1152538.9,C231322789,1152538.9,0.0,C1922711956,0.0,0.0,1,0,1.0,1000.0,Critical,3801
725,TRANSFER,123259.24,C1518086244,123259.24,0.0,C1924072555,0.0,0.0,1,0,1.0,1000.0,Critical,3757
725,CASH_OUT,123259.24,C1350230812,123259.24,0.0,C1392776813,1175578.47,1298837.71,1,0,1.0,1000.0,Critical,3758
726,TRANSFER,3547010.54,C2022499393,3547010.54,0.0,C401908877,0.0,0.0,1,0,1.0,1000.0,Critical,3771
726,TRANSFER,54584.29,C181783158,54584.29,0.0,C1857371794,0.0,0.0,1,0,1.0,1000.0,Critical,3760
728,TRANSFER,6322399.97,C1838430036,6322399.97,0.0,C432858723,0.0,0.0,1,0,1.0,1000.0,Critical,3791
724,TRANSFER,72389.42,C369360182,72389.42,0.0,C1892199981,0.0,0.0,1,0,1.0,1000.0,Critical,3753
724,CASH_OUT,72389.42,C2090432901,72389.42,0.0,C2044300505,397599.55,469988.97,1,0,1.0,1000.0,Critical,3754
726,TRANSFER,9065.44,C1416286172,9065.44,0.0,C1369860809,0.0,0.0,1,0,1.0,1000.0,Critical,3765
724,TRANSFER,501425.84,C241686740,501425.84,0.0,C2071832199,0.0,0.0,1,0,1.0,1000.0,Critical,3749
724,CASH_OUT,501425.84,C1112202399,501425.84,0.0,C1546219364,0.0,501425.84,1,0,1.0,1000.0,Critical,3750
727,TRANSFER,6377401.2,C1366321878,6377401.2,0.0,C1565876576,0.0,0.0,1,0,1.0,1000.0,Critical,3777
727,CASH_OUT,6377401.2,C413383017,6377401.2,0.0,C1128848871,0.0,6377401.2,1,0,1.0,1000.0,Critical,3778
726,TRANSFER,2216437.25,C407411386,2216437.25,0.0,C2112724407,0.0,0.0,1,0,1.0,1000.0,Critical,3759
728,CASH_OUT,6322399.97,C1305559146,6322399.97,0.0,C2086292862,0.0,6322399.97,1,0,1.0,1000.0,Critical,3792
728,TRANSFER,119143.75,C1171262237,119143.75,0.0,C1229370593,0.0,0.0,1,0,1.0,1000.0,Critical,3793
723,TRANSFER,2232257.71,C546364616,2232257.71,0.0,C877246848,0.0,0.0,1,0,1.0,1000.0,Critical,3736
612,TRANSFER,1023189.9,C1686587981,1023189.9,0.0,C833710849,0.0,0.0,1,0,1.0,1000.0,Critical,2642
612,CASH_OUT,1023189.9,C1057733607,1023189.9,0.0,C385233047,66259.25,1089449.14,1,0,1.0,1000.0,Critical,2643
640,TRANSFER,46973.96,C1365004104,46973.96,0.0,C724484152,0.0,0.0,1,0,1.0,1000.0,Critical,2936
640,CASH_OUT,46973.96,C1388934597,46973.96,0.0,C1218759117,0.0,46973.96,1,0,1.0,1000.0,Critical,2937
640,CASH_OUT,49871.73,C981772775,49871.73,0.0,C49776683,500871.89,550743.62,1,0,1.0,1000.0,Critical,2935
727,TRANSFER,124582.58,C651444933,124582.58,0.0,C1161818914,0.0,0.0,1,0,1.0,1000.0,Critical,3779
727,CASH_OUT,124582.58,C1098290230,124582.58,0.0,C1739564153,320485.06,445067.64,1,0,1.0,1000.0,Critical,3780
727,TRANSFER,263401.81,C806437930,263401.81,0.0,C1469754483,0.0,0.0,1,0,1.0,1000.0,Critical,3781
727,CASH_OUT,263401.81,C850961884,263401.81,0.0,C1203132980,251586.8,514988.6,1,0,1.0,1000.0,Critical,3782
724,TRANSFER,1379501.18,C1083455984,1379501.18,0.0,C662399585,0.0,0.0,1,0,1.0,1000.0,Critical,3751
724,CASH_OUT,1379501.18,C664281648,1379501.18,0.0,C1499411026,0.0,1379501.18,1,0,1.0,1000.0,Critical,3752
724,CASH_OUT,506923.53,C438124232,506923.53,0.0,C1360951164,413370.56,920294.09,1,0,1.0,1000.0,Critical,3748
724,TRANSFER,506923.53,C1371968077,506923.53,0.0,C297875809,0.0,0.0,1,0,1.0,1000.0,Critical,3747
723,CASH_OUT,2232257.71,C684925403,2232257.71,0.0,C855824878,819923.42,3052181.14,1,0,1.0,1000.0,Critical,3737
726,TRANSFER,76960.91,C494375447,76960.91,0.0,C205627082,0.0,0.0,1,0,1.0,1000.0,Critical,3773
726,CASH_OUT,76960.91,C1266701138,76960.91,0.0,C211860517,651807.74,728768.66,1,0,1.0,1000.0,Critical,3774
727,TRANSFER,815384.83,C1145249863,815384.83,0.0,C1054116323,0.0,0.0,1,0,1.0,1000.0,Critical,3775
727,CASH_OUT,815384.83,C1882634733,815384.83,0.0,C1883460887,1620575.26,2435960.09,1,0,1.0,1000.0,Critical,3776
726,CASH_OUT,3547010.54,C456762120,3547010.54,0.0,C1618899924,134668.9,3681679.44,1,0,1.0,1000.0,Critical,3772
722,CASH_OUT,3071270.72,C1272560847,3071270.72,0.0,C116742531,153082.28,3224353.0,1,0,1.0,1000.0,Critical,3729
723,TRANSFER,6199009.0,C838658203,6199009.0,0.0,C539837230,0.0,0.0,1,0,1.0,1000.0,Critical,3732
726,CASH_OUT,54584.29,C361669345,54584.29,0.0,C1226907316,24298.74,78883.03,1,0,1.0,1000.0,Critical,3761
724,TRANSFER,89845.29,C795915077,89845.29,0.0,C101606324,0.0,0.0,1,0,1.0,1000.0,Critical,3743
724,CASH_OUT,89845.29,C1281420811,89845.29,0.0,C1827800010,0.0,89845.29,1,0,1.0,1000.0,Critical,3744
724,TRANSFER,309488.9,C296795076,309488.9,0.0,C658980177,0.0,0.0,1,0,1.0,1000.0,Critical,3745
724,CASH_OUT,309488.9,C2064051443,309488.9,0.0,C782792546,924407.13,1233896.04,1,0,1.0,1000.0,Critical,3746
709,TRANSFER,87541.41,C862377395,87541.41,0.0,C601150509,0.0,0.0,1,0,1.0,1000.0,Critical,3594
709,CASH_OUT,87541.41,C491289068,87541.41,0.0,C452558889,0.0,87541.41,1,0,1.0,1000.0,Critical,3595
611,TRANSFER,59649.33,C1049687775,59649.33,0.0,C1071460933,0.0,0.0,1,0,1.0,1000.0,Critical,2636
611,CASH_OUT,59649.33,C452081223,59649.33,0.0,C1923665675,807552.55,867201.88,1,0,1.0,1000.0,Critical,2637
544,CASH_OUT,25473.11,C1593617762,25473.11,0.0,C55403746,4747.03,30220.14,1,0,1.0,1000.0,Critical,2006
723,TRANSFER,128893.5,C690631136,128893.5,0.0,C888357097,0.0,0.0,1,0,1.0,1000.0,Critical,3734
723,CASH_OUT,128893.5,C1064690652,128893.5,0.0,C810812783,209908.87,338802.36,1,0,1.0,1000.0,Critical,3735
723,TRANSFER,138373.64,C1343135760,138373.64,0.0,C946275837,0.0,0.0,1,0,1.0,1000.0,Critical,3738
723,CASH_OUT,138373.64,C1089852110,138373.64,0.0,C1848640378,125028.17,263401.81,1,0,1.0,1000.0,Critical,3739
723,TRANSFER,72955.08,C1722101892,72955.08,0.0,C1880386653,0.0,0.0,1,0,1.0,1000.0,Critical,3740
723,CASH_OUT,72955.08,C1464408178,72955.08,0.0,C262328593,0.0,72955.08,1,0,1.0,1000.0,Critical,3741
